RUC_ID,Tipo_empresa,Grupo_Empresarial,Sector,N_locales,N_trabajadores,Crecimiento_Anual,Tamaño_Fact,Cliente
20551672655,PRIVADA,1,0,1,117,4.40%, 1 ,NO
20129604175,PRIVADA,1,0,1,92,6.03%, 1 ,NO
20103125317,PRIVADA,1,0,1,6,-16.81%, 1 ,NO
20503800501,PRIVADA,1,0,1,255,0.07%, 1 ,NO
20143079075,PRIVADA,1,0,1,208,15.30%, 1 ,NO
20103745293,PRIVADA,1,0,1,329,-1.43%, 1 ,NO
20101396437,PRIVADA,1,0,1,83,-4.99%, 1 ,NO
20100167892,PRIVADA,1,0,1,7,-3.10%, 1 ,NO
20222335052,PRIVADA,1,Consumer,2,126,18.58%, 2 ,SI
20100141583,PRIVADA,1,Chemicals,2,193,0.81%, 2 ,NO
20516285860,PRIVADA,1,0,1,896,15.30%, 1 ,NO
20102177925,PRIVADA,1,0,1,65,-13.24%, 1 ,NO
20504029833,PRIVADA,1,0,1,362,2.49%, 1 ,NO
20511712174,PRIVADA,1,0,1,29,0.24%, 1 ,NO
20515292781,PRIVADA,1,0,1,167,9.35%, 1 ,NO
20563249766,PRIVADA,1,Transportation & Logistics,1,144,4.59%, 2 ,NO
20479442101,PRIVADA,1,0,1,6,7.91%, 1 ,NO
20479457710,PRIVADA,1,0,1,50,2.43%, 1 ,NO
20381788491,PRIVADA,1,0,1,9,-3.10%, 1 ,NO
20493437365,PRIVADA,1,Engineering & Construction,1,42,0.74%, 2 ,NO
20137195608,PRIVADA,1,0,1,149,0.07%, 1 ,NO
20498418920,PRIVADA,1,0,1,80,12.78%, 1 ,NO
20133840533,PUBLICA,1,"Central, National, Federal Government",16,0,-26.00%, 2 ,NO
20453769071,PRIVADA,1,0,1,31,-8.08%, 1 ,NO
20498049975,PRIVADA,1,0,1,294,25.99%, 1 ,NO
20452262399,PRIVADA,1,0,1,18,29.41%, 1 ,NO
20102937580,PRIVADA,1,0,1,417,-0.43%, 1 ,NO
20100353416,PRIVADA,1,0,1,677,62.67%, 1 ,NO
20399854033,PRIVADA,1,0,1,16,24.94%, 1 ,NO
20510422121,PRIVADA,1,0,1,15,48.36%, 1 ,NO
20265391533,PRIVADA,1,0,1,72,9.51%, 1 ,NO
20432405525,PRIVADA,1,Banking & Capital Markets,1,348,14.37%, 2 ,SI
20440405143,PRIVADA,1,0,1,136,21.18%, 1 ,NO
20381034071,PRIVADA,1,Engineering & Construction,1,25,14.13%, 2 ,SI
20512528458,PRIVADA,1,0,2,399,18.69%, 1 ,NO
20427481370,PRIVADA,1,0,1,174,-3.95%, 1 ,NO
20501165141,PRIVADA,1,0,1,33,-0.91%, 1 ,NO
20352403149,PRIVADA,1,0,1,14,6.51%, 1 ,NO
20517660249,PRIVADA,1,0,1,7,0.24%, 1 ,NO
20525413447,PRIVADA,1,Consumer,1,1868,19.07%, 2 ,NO
20516702649,PRIVADA,1,Consumer,1,613,14.13%, 2 ,NO
20506738718,PRIVADA,1,0,1,11,16.07%, 1 ,NO
20136492277,PRIVADA,1,Media & Entertainment,1,493,12.94%, 2 ,NO
20600529481,PRIVADA,1,Consumer,1,2010,169.11%, 2 ,SI
20517941337,PRIVADA,1,0,1,88,-0.54%, 1 ,NO
20294560204,PRIVADA,1,Automotive,2,239,13.80%, 2 ,NO
20399497257,PRIVADA,1,Retail,1,882,3.34%, 2 ,NO
20515346113,PRIVADA,1,Retail,1,509,17.03%, 2 ,NO
20504428967,PRIVADA,1,0,1,19,13.00%, 1 ,NO
20503376009,PRIVADA,1,0,1,17,6.03%, 1 ,NO
20513481927,PRIVADA,1,0,1,41,9.53%, 1 ,NO
20513681187,PRIVADA,1,0,1,6,23.10%, 1 ,NO
20566321662,PRIVADA,1,0,1,8,10.08%, 1 ,NO
20136847237,PRIVADA,1,0,1,332,4.68%, 1 ,NO
20512932151,PRIVADA,1,0,1,33,-2.02%, 1 ,NO
20102415371,PRIVADA,1,0,1,220,7.73%, 1 ,NO
20550069548,PRIVADA,1,0,1,26,16.07%, 1 ,NO
20525019200,PRIVADA,1,0,1,51,6.53%, 1 ,NO
20474102158,PRIVADA,1,0,1,25,4.38%, 1 ,NO
20258937784,PRIVADA,1,Transportation & Logistics,1,55,7.80%, 2 ,NO
20507858156,PRIVADA,1,0,1,18,13.51%, 1 ,NO
20388996782,PRIVADA,1,0,1,276,4.68%, 1 ,SI
20467463684,PRIVADA,1,Engineering & Construction,1,563,86.17%, 2 ,NO
20334766714,PRIVADA,1,Hospitality & Leisure,1,600,-0.82%, 2 ,SI
20101030963,PRIVADA,1,0,1,37,9.53%, 1 ,NO
20117779379,PRIVADA,1,0,1,22,48.36%, 1 ,NO
20346802996,PRIVADA,1,0,1,144,6.75%, 1 ,NO
20552305010,PRIVADA,1,0,1,23,25.64%, 1 ,NO
20258699239,PRIVADA,1,Metals and Mining,1,488,13.80%, 2 ,NO
20550223059,PRIVADA,1,0,1,48,10.51%, 1 ,NO
20271648201,PRIVADA,1,0,1,62,24.81%, 1 ,NO
20112811096,PRIVADA,1,0,1,90,20.40%, 1 ,NO
20516045397,PRIVADA,1,Retail,1,180,13.23%, 2 ,NO
20503650771,PRIVADA,1,0,1,70,15.77%, 1 ,NO
20216789611,PRIVADA,1,0,2,487,3.78%, 1 ,NO
20101260373,PRIVADA,1,Retail,1,218,7.85%, 2 ,NO
20518220218,PRIVADA,1,0,1,118,21.18%, 1 ,NO
20522714951,PRIVADA,1,0,1,62,5.65%, 1 ,NO
20344818909,PRIVADA,1,Education - National,5,2861,4.43%, 2 ,NO
20106876321,PRIVADA,1,Chemicals,1,191,7.80%, 2 ,NO
20537259613,PRIVADA,1,Chemicals,1,17,50.44%, 2 ,NO
20100762936,PRIVADA,1,0,1,218,5.10%, 1 ,NO
20397609082,PRIVADA,1,Engineering & Construction,1,40,31.04%, 2 ,NO
20602237525,PRIVADA,1,Retail,1,0,86.17%, 2 ,NO
20536047906,PRIVADA,1,0,1,151,15.30%, 1 ,NO
20393377381,PRIVADA,1,0,1,14,22.14%, 1 ,NO
20509831531,PRIVADA,1,0,1,70,-4.76%, 1 ,NO
20260344341,PRIVADA,1,Pharma & Life Sciences ,1,120,-14.50%, 2 ,SI
20600108272,PRIVADA,1,Business Services,1,2172,17.03%, 2 ,NO
20503613574,PRIVADA,1,0,1,40,37.68%, 1 ,NO
20129605490,PRIVADA,1,0,1,126,7.65%, 1 ,NO
20498368728,PRIVADA,1,0,1,94,37.74%, 1 ,NO
20132120821,PRIVADA,1,0,2,120,-1.17%, 1 ,NO
20359046112,PRIVADA,1,0,1,8,40.08%, 1 ,NO
20366551515,PRIVADA,1,0,1,79,-8.97%, 1 ,NO
20518509391,PRIVADA,1,Business Services,1,1151,233.19%, 2 ,NO
20515339508,PRIVADA,1,Automotive,1,45,62.97%, 2 ,NO
20100300053,PRIVADA,1,0,1,43,29.41%, 1 ,NO
20398788100,PRIVADA,1,0,1,44,8.03%, 1 ,NO
20502698096,PRIVADA,1,0,1,31,8.18%, 1 ,NO
20506690928,PRIVADA,1,0,1,365,-5.83%, 1 ,NO
20526317930,PRIVADA,1,Consumer,1,292,33.88%, 2 ,NO
20491552981,PRIVADA,1,0,1,29,29.24%, 1 ,NO
20283756115,PRIVADA,1,0,1,43,24.33%, 1 ,NO
20100166144,PRIVADA,1,Consumer,1,341,12.94%, 2 ,NO
20291490388,PRIVADA,1,Energy,1,18,17.03%, 2 ,NO
20504629199,PRIVADA,1,Business Services,1,657,7.80%, 2 ,NO
20537004381,PRIVADA,1,Retail,1,256,3.34%, 2 ,NO
20600896033,CONSORCIO,1,Engineering & Construction,1,42,391.83%, 2 ,NO
20515596900,PRIVADA,1,0,1,4,11.54%, 1 ,NO
20268784625,PRIVADA,1,Consumer,4,183,13.10%, 2 ,NO
20545286719,PRIVADA,1,Engineering & Construction,1,50,236.94%, 2 ,NO
20450509125,PRIVADA,1,0,1,21,2.47%, 1 ,NO
20106472310,PRIVADA,1,0,2,60,7.65%, 1 ,NO
20534064919,PRIVADA,1,0,1,39,9.69%, 1 ,NO
20337771085,PRIVADA,1,Media & Entertainment,1,633,3.52%, 2 ,NO
20548704261,PRIVADA,1,Transportation & Logistics,1,90,31.04%, 2 ,SI
20543754332,PRIVADA,1,0,1,21,25.61%, 1 ,NO
20388829452,PRIVADA,1,Hospitality & Leisure,1,1403,12.79%, 2 ,NO
20536676865,PRIVADA,1,0,1,216,6.75%, 1 ,NO
20601017106,PRIVADA,1,0,1,141,23.11%, 1 ,NO
20156930963,PRIVADA,1,0,1,97,4.90%, 1 ,NO
20116225779,PRIVADA,1,Consumer,2,1307,-7.46%, 2 ,NO
20437097802,PRIVADA,1,0,1,14,14.12%, 1 ,NO
20100171814,PRIVADA,1,Manufacturing,2,434,4.43%, 2 ,NO
20375937884,PRIVADA,1,0,1,472,-3.09%, 1 ,NO
20202540334,PRIVADA,1,0,1,179,-3.56%, 1 ,NO
20511584079,PRIVADA,1,Energy,1,358,7.75%, 2 ,NO
20494626897,PRIVADA,1,0,1,25,24.81%, 1 ,NO
20267196746,PRIVADA,1,0,2,105,27.16%, 1 ,NO
20505234970,PRIVADA,1,Consumer,1,31,13.80%, 2 ,SI
20428978766,PRIVADA,1,0,1,74,10.61%, 1 ,NO
20100265479,PRIVADA,1,Engineering & Construction,1,45,8.70%, 2 ,NO
20147960612,PRIVADA,1,Engineering & Construction,1,923,12.55%, 2 ,NO
20550849551,PRIVADA,1,Engineering & Construction,1,1066,12.55%, 2 ,NO
20505270348,PRIVADA,1,0,1,15,22.06%, 1 ,NO
20539927494,PRIVADA,1,0,1,1536,47.26%, 1 ,NO
20301409151,PRIVADA,1,Retail,1,245,7.84%, 2 ,NO
20549321039,CONSORCIO,1,0,1,0,13.34%, 1 ,NO
20534655445,CONSORCIO,1,0,1,40,49.87%, 1 ,NO
20100202124,PRIVADA,1,Automotive,1,240,25.46%, 2 ,NO
20556406881,PRIVADA,1,Technology,1,113,62.72%, 2 ,SI
20568949693,PRIVADA,1,0,1,23,5.50%, 1 ,NO
20541678817,PRIVADA,1,0,1,43,10.40%, 1 ,NO
20510360428,PRIVADA,1,0,1,628,37.91%, 1 ,NO
20563751046,PRIVADA,1,0,1,169,65.40%, 1 ,NO
20554391258,PRIVADA,1,0,1,62,13.55%, 1 ,NO
20504107494,PRIVADA,1,0,1,741,56.00%, 1 ,NO
20341167508,PRIVADA,1,0,1,13,65.32%, 1 ,NO
20572120555,PRIVADA,1,0,1,49,59.23%, 1 ,NO
20101200397,PRIVADA,1,0,1,31,7.77%, 1 ,NO
20553285101,PRIVADA,1,0,1,15,35.48%, 1 ,NO
20523108493,PRIVADA,1,0,1,11,19.63%, 1 ,NO
20517355951,PRIVADA,1,0,1,16,53.15%, 1 ,NO
20450497364,PRIVADA,1,0,1,13,92.29%, 1 ,NO
20549227369,PRIVADA,1,0,1,15,11.14%, 1 ,NO
20523801547,PRIVADA,1,0,1,16,46.85%, 1 ,NO
20546034951,PRIVADA,1,0,1,18,43.69%, 1 ,NO
20547583168,PRIVADA,1,0,1,111,46.40%, 1 ,NO
20551496156,PRIVADA,1,0,1,29,43.69%, 1 ,NO
20562910167,PRIVADA,1,0,1,0,2.78%, 1 ,NO
20520866630,PRIVADA,1,0,1,120,45.73%, 1 ,NO
20507389571,PRIVADA,1,0,1,110,29.15%, 1 ,NO
20548707014,PRIVADA,1,0,1,9,13.39%, 1 ,NO
20548545286,PRIVADA,1,0,1,17,34.86%, 1 ,NO
20551655050,PRIVADA,1,0,1,3,30.50%, 1 ,NO
20525130909,PRIVADA,1,0,1,8,22.16%, 1 ,NO
20555299061,PRIVADA,1,0,1,43,23.10%, 1 ,NO
20487625061,PRIVADA,1,0,1,4,23.23%, 1 ,NO
20513397039,PRIVADA,1,0,1,17,22.16%, 1 ,NO
20552553421,PRIVADA,1,0,1,12,22.16%, 1 ,NO
20365809179,PRIVADA,1,0,1,57,38.18%, 1 ,NO
20516789159,PRIVADA,1,0,1,19,48.24%, 1 ,NO
20256119006,PRIVADA,1,0,1,182,13.51%, 1 ,NO
20558588021,PRIVADA,1,0,1,28,36.02%, 1 ,NO
20556128384,PRIVADA,1,0,1,73,12.26%, 1 ,NO
20279153708,PRIVADA,1,0,1,455,7.95%, 1 ,NO
20553449490,PRIVADA,1,0,1,7,13.34%, 1 ,NO
20520758829,PRIVADA,1,0,1,4,7.65%, 1 ,NO
20534912600,PRIVADA,1,0,1,19,13.95%, 1 ,NO
20513272848,PRIVADA,1,0,1,19,3.05%, 1 ,NO
20517448533,PRIVADA,1,0,1,15,15.54%, 1 ,NO
20541190385,PRIVADA,1,0,1,18,20.46%, 1 ,NO
20514641090,PRIVADA,1,0,1,18,7.73%, 1 ,NO
20544794176,PRIVADA,1,0,1,59,2.42%, 1 ,NO
20454651015,PRIVADA,1,0,1,11,-2.99%, 1 ,NO
20450435920,PRIVADA,1,0,1,21,9.51%, 1 ,NO
20477464263,PRIVADA,1,0,1,38,2.20%, 1 ,NO
20501262260,PRIVADA,1,0,1,30,26.46%, 1 ,NO
20455823880,PRIVADA,1,0,1,52,17.79%, 1 ,NO
20194994053,PRIVADA,1,0,2,46,14.63%, 1 ,NO
20450275540,PRIVADA,1,0,1,8,9.51%, 1 ,NO
20493188632,PRIVADA,1,0,1,320,17.72%, 1 ,NO
20522865576,PRIVADA,1,0,1,36,13.41%, 1 ,NO
20505938519,PRIVADA,1,0,1,120,9.85%, 1 ,NO
20553476381,PRIVADA,1,0,1,27,-0.91%, 1 ,NO
20213503384,PRIVADA,1,0,1,17,2.82%, 1 ,NO
20505795815,PRIVADA,1,0,1,12,22.14%, 1 ,NO
20550512590,PRIVADA,1,0,1,17,-10.30%, 1 ,NO
20389890228,PRIVADA,1,0,1,10,11.10%, 1 ,NO
20123724004,PRIVADA,1,0,1,162,4.38%, 1 ,NO
20120480171,PRIVADA,1,0,2,22,9.06%, 1 ,NO
20563841975,PRIVADA,1,0,1,5,-5.38%, 1 ,NO
20372749505,PRIVADA,1,0,1,231,15.74%, 1 ,NO
20531314256,PRIVADA,1,0,1,17,5.54%, 1 ,NO
20517698131,PRIVADA,1,0,1,14,14.12%, 1 ,NO
20516714906,PRIVADA,1,0,1,8,10.02%, 1 ,NO
20523218329,PRIVADA,1,0,1,14,3.53%, 1 ,NO
20545225256,PRIVADA,1,0,1,202,3.86%, 1 ,NO
20549730125,PRIVADA,1,0,1,19,-1.11%, 1 ,NO
20534816554,PRIVADA,1,0,1,16,3.86%, 1 ,NO
20554008659,PRIVADA,1,0,1,23,-0.96%, 1 ,NO
20502095553,PRIVADA,1,0,1,60,11.17%, 1 ,NO
20525805281,PRIVADA,1,0,1,50,-2.02%, 1 ,NO
20492239276,PRIVADA,1,0,1,51,1.27%, 1 ,NO
20536707418,PRIVADA,1,0,1,16,3.22%, 1 ,NO
20352435342,CONSORCIO,1,0,1,18,-5.83%, 1 ,NO
20128255282,PRIVADA,1,0,2,243,22.86%, 1 ,NO
20600794745,CONSORCIO,1,0,1,246,38.18%, 1 ,NO
20600891953,CONSORCIO,1,0,1,226,-42.26%, 1 ,NO
20101717098,PRIVADA,1,Consumer,2,519,9.03%, 2 ,SI
20557175165,CONSORCIO,1,0,1,15,17.70%, 1 ,NO
20448662854,CONSORCIO,1,0,1,3,10.92%, 1 ,NO
20570687957,CONSORCIO,1,0,1,313,15.77%, 1 ,NO
20601228492,CONSORCIO,1,0,1,12,42.97%, 1 ,NO
20100128307,CONSORCIO,1,0,2,47,-25.14%, 1 ,NO
20600474546,CONSORCIO,1,0,1,40,1.84%, 1 ,NO
20481885168,PRIVADA,1,0,1,221,30.67%, 1 ,NO
20391615323,PRIVADA,1,0,2,100,1.27%, 1 ,NO
20443108131,PRIVADA,1,Automotive,3,66,3.07%, 2 ,NO
20322445564,PRIVADA,1,Banking & Capital Markets,1,811,25.94%, 2 ,SI
20177395227,PRIVADA,1,Education - National,1,1306,11.93%, 2 ,NO
20410065364,PRIVADA,1,Consumer,1,389,25.46%, 2 ,NO
20424580237,PRIVADA,1,Transportation & Logistics,1,667,4.38%, 2 ,NO
20376289215,PRIVADA,1,Hospitality & Leisure,1,1641,11.93%, 2 ,SI
20423925028,PRIVADA,1,Consumer,2,1588,7.84%, 2 ,NO
20132062448,PRIVADA,1,Transportation & Logistics,2,805,8.10%, 2 ,NO
20504645984,PRIVADA,1,Business Services,1,733,-1.11%, 2 ,NO
20100049857,PRIVADA,1,Retail,2,230,12.55%, 2 ,NO
20550948029,PRIVADA,1,Consumer,1,1663,3.07%, 2 ,NO
20101087647,PRIVADA,1,Hospitality & Leisure,1,1944,7.84%, 2 ,NO
20513250445,PRIVADA,1,Business Services,1,1480,8.70%, 2 ,NO
20502976169,PRIVADA,1,Manufacturing,1,532,13.35%, 2 ,NO
20101031773,PRIVADA,1,Retail,1,569,11.93%, 2 ,NO
20131911310,PUBLICA,1,Power & Utilities,1,600,11.93%, 2 ,NO
20100183588,PRIVADA,1,Retail,1,75,11.93%, 2 ,NO
20502656334,PRIVADA,1,Metals and Mining,1,176,-4.76%, 2 ,NO
20100004322,PRIVADA,1,Manufacturing,1,404,8.70%, 2 ,SI
20512780114,PRIVADA,1,Engineering & Construction,1,292,25.46%, 2 ,NO
20489174023,PRIVADA,1,Engineering & Construction,2,138,7.84%, 2 ,NO
20601197503,PRIVADA,1,Business Services,1,12,8.10%, 2 ,NO
20375361991,PRIVADA,1,Banking & Capital Markets,1,177,11.93%, 2 ,SI
20473806186,PRIVADA,1,Retail,1,82,25.94%, 2 ,SI
20194627492,PRIVADA,1,Consumer,1,159,11.93%, 2 ,NO
20450137821,PRIVADA,1,Consumer,2,156,9.03%, 2 ,NO
20100202396,PRIVADA,1,Automotive,2,290,-1.16%, 2 ,NO
20510636946,PRIVADA,1,Metals and Mining,1,497,49.10%, 2 ,NO
20425567935,PRIVADA,1,Engineering & Construction,1,419,33.32%, 2 ,NO
20128836170,PRIVADA,1,Retail,1,296,-0.95%, 2 ,NO
20450733351,PRIVADA,1,Chemicals,1,15,24.76%, 2 ,NO
20503141389,PRIVADA,1,Retail,1,218,7.55%, 2 ,NO
20472498305,PRIVADA,1,Consumer,1,720,-5.04%, 2 ,NO
20100287791,PRIVADA,1,Pharma & Life Sciences ,3,11,21.56%, 2 ,NO
20523273851,PRIVADA,1,Business Services,2,3423,21.56%, 2 ,SI
20211040352,PRIVADA,1,Retail,1,87,7.55%, 2 ,NO
20484094668,PRIVADA,1,Transportation & Logistics,1,150,-0.95%, 2 ,NO
20510556594,PRIVADA,1,Consumer,1,19,21.56%, 2 ,SI
20600939158,PRIVADA,1,Retail,1,81,19.94%, 2 ,NO
20502129806,PRIVADA,1,Transportation & Logistics,2,59,4.32%, 2 ,NO
20100274621,PRIVADA,1,Retail,2,296,3.46%, 2 ,NO
20100082633,PRIVADA,1,Retail,4,423,3.46%, 2 ,SI
20184778824,PRIVADA,1,Business Services,1,158,4.32%, 2 ,NO
20550858461,PRIVADA,1,Consumer,1,3612,65.96%, 2 ,NO
20601739942,PRIVADA,1,Retail,1,0,194.26%, 2 ,NO
20555190132,PRIVADA,1,Manufacturing,1,510,7.55%, 2 ,NO
20601731054,CONSORCIO,1,Engineering & Construction,1,0,108.28%, 2 ,NO
20509983985,PRIVADA,1,Transportation & Logistics,1,774,3.46%, 2 ,NO
20517049086,PRIVADA,1,Power & Utilities,1,15,7.55%, 2 ,SI
20539627938,PRIVADA,1,Metals and Mining,1,106,21.56%, 2 ,NO
20508108282,PRIVADA,1,Consumer,1,5,21.56%, 2 ,NO
20551464971,PRIVADA,1,Asset & Wealth Management,1,207,19.94%, 2 ,NO
20517738701,PRIVADA,1,Health Services,1,871,7.55%, 2 ,NO
20543997740,PRIVADA,1,Transportation & Logistics,1,4,199.65%, 2 ,NO
20100136661,PRIVADA,1,Asset & Wealth Management,1,0,19.94%, 2 ,NO
20307758645,PRIVADA,1,Consumer,2,2871,21.56%, 2 ,NO
20103913340,PRIVADA,1,Retail,1,195,-1.16%, 2 ,NO
20100135699,PRIVADA,1,Engineering & Construction,1,646,7.55%, 2 ,NO
20100102171,PRIVADA,1,Metals and Mining,1,280,4.32%, 2 ,NO
20515349309,PRIVADA,1,Consumer,1,2486,16.27%, 2 ,NO
20600807685,PRIVADA,1,Consumer,1,0,203.24%, 2 ,NO
20601961009,PRIVADA,1,Engineering & Construction,1,0,68.14%, 2 ,SI
20601235545,CONSORCIO,1,Engineering & Construction,1,0,5.16%, 2 ,SI
20392952455,PRIVADA,1,Transportation & Logistics,1,153,238.86%, 2 ,NO
20392952455,PRIVADA,1,Transportation & Logistics,1,153,238.86%, 2 ,NO
20509629111,PRIVADA,1,Pharma & Life Sciences ,1,44,5.16%, 2 ,SI
20100076072,PRIVADA,1,Transportation & Logistics,1,716,18.65%, 2 ,NO
20101414940,PRIVADA,1,Consumer,1,910,16.27%, 2 ,NO
20523155572,PRIVADA,1,Asset & Wealth Management,1,119,176.98%, 2 ,NO
20304269759,PRIVADA,1,Business Services,2,3338,4.64%, 2 ,NO
20253319403,PRIVADA,1,Transportation & Logistics,2,96,4.64%, 2 ,NO
20267178331,PRIVADA,1,Retail,1,119,5.16%, 2 ,NO
20503630827,PRIVADA,1,Business Services,1,5150,-7.96%, 2 ,NO
20492392031,PRIVADA,1,Transportation & Logistics,1,559,35.29%, 2 ,NO
20206228815,PRIVADA,1,Consumer,1,15,54.84%, 2 ,NO
20100065038,PRIVADA,1,Chemicals,1,301,4.64%, 2 ,NO
20258886420,PRIVADA,1,Retail,1,313,4.64%, 2 ,NO
20123531389,PRIVADA,1,Engineering & Construction,13,219,5.16%, 2 ,SI
20388738228,PRIVADA,1,Consumer,1,38,4.64%, 2 ,NO
20140441083,PRIVADA,1,Automotive,1,9,0.55%, 2 ,NO
20301821388,PRIVADA,1,Engineering & Construction,5,18,18.65%, 2 ,NO
20555189631,PRIVADA,1,Manufacturing,1,751,4.64%, 2 ,NO
20517584399,PRIVADA,1,Technology,1,28,29.64%, 2 ,SI
20136836545,PRIVADA,1,Engineering & Construction,1,165,16.27%, 2 ,NO
20601762219,PRIVADA,1,Automotive,1,0,186.30%, 2 ,NO
20100132916,PRIVADA,1,Engineering & Construction,2,389,5.16%, 2 ,NO
20349287111,PRIVADA,1,Education - National,1,430,308.44%, 2 ,SI
20114106691,PRIVADA,1,Retail,1,362,75.98%, 2 ,NO
20407077785,PRIVADA,1,Retail,1,150,4.64%, 2 ,NO
20478154284,PRIVADA,1,Engineering & Construction,1,263,55.97%, 2 ,NO
20500929252,PRIVADA,1,Engineering & Construction,1,100,16.27%, 2 ,NO
20171586608,PRIVADA,1,Retail,1,2,163.72%, 2 ,NO
20119207640,PRIVADA,1,Energy,1,14,16.27%, 2 ,NO
20494711223,PRIVADA,1,Consumer,1,18,16.27%, 2 ,NO
20104902864,PRIVADA,1,Consumer,1,1369,16.27%, 2 ,NO
20259171891,PRIVADA,1,Transportation & Logistics,1,41,-4.07%, 2 ,SI
20479729141,PRIVADA,1,Transportation & Logistics,1,590,16.27%, 2 ,NO
20505561318,PRIVADA,1,Consumer,1,212,45.42%, 2 ,NO
20159475191,PRIVADA,1,Consumer,2,247,4.64%, 2 ,NO
20106522783,PRIVADA,1,Retail,1,83,20.13%, 2 ,NO
20132272418,PRIVADA,1,Transportation & Logistics,2,849,16.27%, 2 ,NO
20338048905,PRIVADA,1,Retail,1,17,4.64%, 2 ,NO
20520596233,PRIVADA,1,Business Services,1,2543,30.75%, 2 ,SI
20496651481,PRIVADA,1,Energy,1,69,4.64%, 2 ,NO
20101759688,PRIVADA,1,Automotive,1,218,16.27%, 2 ,NO
20100055318,PRIVADA,1,Manufacturing,1,242,35.29%, 2 ,NO
20273155938,PRIVADA,1,Consumer,1,16,11.31%, 2 ,NO
20504312403,PRIVADA,1,Pharma & Life Sciences ,1,96,16.27%, 2 ,NO
20469317855,PRIVADA,1,Retail,2,88,5.16%, 2 ,NO
20106076635,PRIVADA,1,Transportation & Logistics,3,1195,5.16%, 2 ,NO
20100084768,PRIVADA,1,Automotive,2,389,-4.07%, 2 ,NO
20100717124,PRIVADA,1,Business Services,1,2780,18.65%, 2 ,NO
20101071562,PRIVADA,1,Business Services,1,550,4.64%, 2 ,SI
20505880171,PRIVADA,1,Energy,1,69,4.64%, 2 ,NO
20302012645,PRIVADA,1,Business Services,1,14,23.68%, 2 ,NO
20102187211,PRIVADA,1,Business Services,1,3720,29.64%, 2 ,NO
20100171229,PRIVADA,1,Consumer,1,376,5.16%, 2 ,NO
20508853727,PRIVADA,1,Metals and Mining,1,242,16.27%, 2 ,NO
20534634952,PRIVADA,1,Metals and Mining,1,16,99.31%, 2 ,NO
20600849019,PRIVADA,1,Engineering & Construction,1,124,4.64%, 2 ,NO
20100177341,PRIVADA,1,Pharma & Life Sciences ,4,89,4.64%, 2 ,NO
20530932487,PRIVADA,1,Retail,2,17,4.64%, 2 ,NO
20515164945,PRIVADA,1,Transportation & Logistics,1,160,4.64%, 2 ,SI
20105367407,PRIVADA,1,Retail,1,167,4.64%, 2 ,NO
20293774308,PRIVADA,1,Automotive,1,208,-7.96%, 2 ,NO
20516511975,PRIVADA,1,Power & Utilities,2,269,4.64%, 2 ,NO
20514831620,PRIVADA,1,Engineering & Construction,2,75,1.41%, 2 ,NO
20100118760,PRIVADA,1,Banking & Capital Markets,2,231,5.16%, 2 ,NO
20485180797,PRIVADA,1,Retail,1,378,1.41%, 2 ,NO
20510049226,PRIVADA,1,Transportation & Logistics,1,90,16.27%, 2 ,NO
20347646891,PRIVADA,1,Transportation & Logistics,1,18,0.55%, 2 ,NO
20518128249,PRIVADA,1,Engineering & Construction,1,89,227.23%, 2 ,NO
20440376704,PRIVADA,1,Automotive,2,145,4.64%, 2 ,NO
20522547957,PRIVADA,1,Transportation & Logistics,1,30,5.16%, 2 ,SI
20600586824,PRIVADA,1,Hospitality & Leisure,1,858,30.75%, 2 ,NO
20502257634,PRIVADA,1,Consumer,3,5,16.27%, 2 ,NO
20519260485,PRIVADA,1,Business Services,1,5246,4.64%, 2 ,NO
20600050118,PRIVADA,1,Chemicals,1,12,125.70%, 2 ,NO
20600612922,PRIVADA,1,Retail,1,80,5.16%, 2 ,NO
20547416776,PRIVADA,1,Media & Entertainment,1,215,2.60%, 2 ,NO
20100097746,PRIVADA,1,Consumer,1,132,0.55%, 2 ,NO
20131609290,PRIVADA,1,Retail,1,82,5.16%, 2 ,NO
20492185087,PRIVADA,1,Transportation & Logistics,1,87,16.27%, 2 ,NO
20329725431,PRIVADA,1,Consumer,3,2117,35.52%, 2 ,SI
20600004027,PRIVADA,1,Retail,1,19,68.14%, 2 ,NO
20275873480,PRIVADA,1,Transportation & Logistics,1,168,4.64%, 2 ,NO
20508634090,PRIVADA,1,Retail,1,16,5.16%, 2 ,NO
20101637221,PRIVADA,1,Consumer,1,228,5.16%, 2 ,NO
20432861539,PRIVADA,1,Education - National,2,1695,29.64%, 2 ,NO
20518791983,PRIVADA,1,"Forest, Paper & Packaging",1,266,16.27%, 2 ,SI
20100142041,PRIVADA,1,Transportation & Logistics,1,0,16.27%, 2 ,SI
20293331066,PRIVADA,1,Retail,1,196,4.64%, 2 ,NO
20481608598,PRIVADA,1,Retail,1,71,16.27%, 2 ,NO
20305673669,PRIVADA,1,Consumer,1,56,43.28%, 2 ,NO
20512453857,PRIVADA,1,Transportation & Logistics,2,17,29.64%, 2 ,NO
20129588463,PRIVADA,1,Education - National,1,2273,1.41%, 2 ,NO
20509031500,PRIVADA,1,Transportation & Logistics,1,118,16.27%, 2 ,NO
20522228347,PRIVADA,1,Business Services,1,3517,16.27%, 2 ,SI
20537212145,PRIVADA,1,Automotive,1,62,5.16%, 2 ,NO
